comm;no_comm;um;comtrade_code;comext_code;usitc_code;ds_code;imf_code;quandl_code;eurostat_code;source;critical
Water, cooling, unspecified natural origin, IN-BR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-CT;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-DL;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-GA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-GJ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-HP;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-HR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-JH;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-JK;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-KA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-KL;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-MH;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-ML;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-MN;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-MP;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-NL;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-OR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-PB;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-PY;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-RJ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-SK;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-TN;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-TR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-UP;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-UT;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IN-WB;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IO;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IQ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IS;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, IT;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, JE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, JM;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, JO;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, JP;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, KE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, KG;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, KH;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, KI;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, KM;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, KN;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, KP;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, KR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, KW;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, KY;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, KZ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, LA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, LB;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, LC;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, LI;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, LK;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, LR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, LS;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, LT;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, LU;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, LV;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, LY;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MC;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MD;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, ME;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MG;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MH;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MK;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, ML;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MM;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MN;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MO;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MP;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MQ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MRO, US only;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MS;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MT;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MU;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MV;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MW;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MX;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MY;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, MZ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NC;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NF;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NG;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NI;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NL;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NO;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NORDEL;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NP;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NPCC, US only;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NU;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, NZ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, OECD;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, OM;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PF;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PG;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PH;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PK;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PL;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PM;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PS;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PT;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PW;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, PY;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, QA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RAF;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RAS;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RER;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RER w/o CH+DE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RER w/o RU;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RFC;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RLA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RME;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RNA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RO;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RoW;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RS;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RU;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, RW;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SAS;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SB;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SC;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SD;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SERC;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SG;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SH;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SI;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SJ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SK;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SL;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SM;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SN;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SO;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, ST;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SV;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SY;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, SZ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TC;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TD;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TF;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TG;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TH;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TJ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TK;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TL;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TM;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TN;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TO;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TR;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TRE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TT;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TV;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TW;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, TZ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, UA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, UCTE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, UCTE without Germany;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, UG;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, UM;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, UN-EUROPE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, UN-OCEANIA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, UN-SEASIA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, US;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, UY;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, UZ;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, VA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, VC;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, VE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, VG;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, VI;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, VN;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, VU;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, WECC;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, WECC, US only;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, WEU;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, WF;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, WS;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, YE;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, YT;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, ZA;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, ZM;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin, ZW;;m3;;;;;;;;none;no
Water, cooling, unspecified natural origin/kg;;kg;;;;;;;;none;no
Water, cooling, unspecified natural origin/m3;;m3;;;;;;;;none;no
Water, cooling, well;;kg;;;;;;;;none;no
Water, fossil;;m3;;;;;;;;none;no
Water, fresh;;m3;;;;;;;;none;no
Water, groundwater consumption;;kg;;;;;;;;none;no
Water, in air;;m3;;;;;;;;none;no
Water, lake;;m3;;;;;;;;none;no
Water, lake, AD;;m3;;;;;;;;none;no
Water, lake, AE;;m3;;;;;;;;none;no
Water, lake, AF;;m3;;;;;;;;none;no
Water, lake, AG;;m3;;;;;;;;none;no
Water, lake, AI;;m3;;;;;;;;none;no
Water, lake, AL;;m3;;;;;;;;none;no
Water, lake, AM;;m3;;;;;;;;none;no
Water, lake, AO;;m3;;;;;;;;none;no
Water, lake, AR;;m3;;;;;;;;none;no
Water, lake, AS;;m3;;;;;;;;none;no
Water, lake, ASCC;;m3;;;;;;;;none;no
Water, lake, AT;;m3;;;;;;;;none;no
Water, lake, AU;;m3;;;;;;;;none;no
Water, lake, AW;;m3;;;;;;;;none;no
Water, lake, AZ;;m3;;;;;;;;none;no
Water, lake, BA;;m3;;;;;;;;none;no
Water, lake, BB;;m3;;;;;;;;none;no
Water, lake, BD;;m3;;;;;;;;none;no
Water, lake, BE;;m3;;;;;;;;none;no
Water, lake, BF;;m3;;;;;;;;none;no
Water, lake, BG;;m3;;;;;;;;none;no
Water, lake, BH;;m3;;;;;;;;none;no
Water, lake, BI;;m3;;;;;;;;none;no
Water, lake, BJ;;m3;;;;;;;;none;no
Water, lake, BM;;m3;;;;;;;;none;no
Water, lake, BN;;m3;;;;;;;;none;no
Water, lake, BO;;m3;;;;;;;;none;no
Water, lake, BR;;m3;;;;;;;;none;no
Water, lake, BR-GO;;m3;;;;;;;;none;no
Water, lake, BR-MG;;m3;;;;;;;;none;no
Water, lake, BR-Mid-western grid;;m3;;;;;;;;none;no
Water, lake, BR-MS;;m3;;;;;;;;none;no
Water, lake, BR-MT;;m3;;;;;;;;none;no
Water, lake, BR-North-eastern grid;;m3;;;;;;;;none;no
Water, lake, BR-Northern grid;;m3;;;;;;;;none;no
Water, lake, BR-PR;;m3;;;;;;;;none;no
Water, lake, BR-RS;;m3;;;;;;;;none;no
Water, lake, BR-South-eastern grid;;m3;;;;;;;;none;no
Water, lake, BR-Southern grid;;m3;;;;;;;;none;no
Water, lake, BR-SP;;m3;;;;;;;;none;no
Water, lake, BS;;m3;;;;;;;;none;no
Water, lake, BT;;m3;;;;;;;;none;no
Water, lake, BW;;m3;;;;;;;;none;no
Water, lake, BY;;m3;;;;;;;;none;no
Water, lake, BZ;;m3;;;;;;;;none;no
Water, lake, CA;;m3;;;;;;;;none;no
Water, lake, CA-AB;;m3;;;;;;;;none;no
Water, lake, CA-BC;;m3;;;;;;;;none;no
Water, lake, CA-MB;;m3;;;;;;;;none;no
Water, lake, CA-NB;;m3;;;;;;;;none;no
Water, lake, CA-NF;;m3;;;;;;;;none;no
Water, lake, CA-NS;;m3;;;;;;;;none;no
Water, lake, CA-NT;;m3;;;;;;;;none;no
Water, lake, CA-NU;;m3;;;;;;;;none;no
Water, lake, CA-ON;;m3;;;;;;;;none;no
Water, lake, CA-PE;;m3;;;;;;;;none;no
Water, lake, CA-QC;;m3;;;;;;;;none;no
Water, lake, CA-SK;;m3;;;;;;;;none;no
Water, lake, CA-YK;;m3;;;;;;;;none;no
Water, lake, Canada without Quebec;;m3;;;;;;;;none;no
Water, lake, CC;;m3;;;;;;;;none;no
Water, lake, CD;;m3;;;;;;;;none;no
Water, lake, CF;;m3;;;;;;;;none;no
Water, lake, CG;;m3;;;;;;;;none;no
Water, lake, CH;;m3;;;;;;;;none;no
Water, lake, CI;;m3;;;;;;;;none;no
Water, lake, CK;;m3;;;;;;;;none;no
Water, lake, CL;;m3;;;;;;;;none;no
Water, lake, CM;;m3;;;;;;;;none;no
Water, lake, CN;;m3;;;;;;;;none;no
Water, lake, CN-AH;;m3;;;;;;;;none;no
Water, lake, CN-BJ;;m3;;;;;;;;none;no
Water, lake, CN-CQ;;m3;;;;;;;;none;no
Water, lake, CN-FJ;;m3;;;;;;;;none;no
Water, lake, CN-GD;;m3;;;;;;;;none;no
Water, lake, CN-GS;;m3;;;;;;;;none;no
Water, lake, CN-GX;;m3;;;;;;;;none;no
Water, lake, CN-GZ;;m3;;;;;;;;none;no
Water, lake, CN-HA;;m3;;;;;;;;none;no
Water, lake, CN-HB;;m3;;;;;;;;none;no
Water, lake, CN-HE;;m3;;;;;;;;none;no
Water, lake, CN-HL;;m3;;;;;;;;none;no
Water, lake, CN-HN;;m3;;;;;;;;none;no
Water, lake, CN-HU;;m3;;;;;;;;none;no
Water, lake, CN-JL;;m3;;;;;;;;none;no
Water, lake, CN-JS;;m3;;;;;;;;none;no
Water, lake, CN-JX;;m3;;;;;;;;none;no
Water, lake, CN-LN;;m3;;;;;;;;none;no
Water, lake, CN-NM;;m3;;;;;;;;none;no
Water, lake, CN-NX;;m3;;;;;;;;none;no
Water, lake, CN-QH;;m3;;;;;;;;none;no
Water, lake, CN-SA;;m3;;;;;;;;none;no
Water, lake, CN-SC;;m3;;;;;;;;none;no
Water, lake, CN-SD;;m3;;;;;;;;none;no
Water, lake, CN-SH;;m3;;;;;;;;none;no
Water, lake, CN-SX;;m3;;;;;;;;none;no
Water, lake, CN-TJ;;m3;;;;;;;;none;no
Water, lake, CN-XJ;;m3;;;;;;;;none;no
Water, lake, CN-XZ;;m3;;;;;;;;none;no
Water, lake, CN-YN;;m3;;;;;;;;none;no
Water, lake, CN-ZJ;;m3;;;;;;;;none;no
Water, lake, CO;;m3;;;;;;;;none;no
Water, lake, CR;;m3;;;;;;;;none;no
Water, lake, CS;;m3;;;;;;;;none;no
Water, lake, CU;;m3;;;;;;;;none;no
Water, lake, CV;;m3;;;;;;;;none;no
Water, lake, CX;;m3;;;;;;;;none;no
Water, lake, CY;;m3;;;;;;;;none;no
Water, lake, CZ;;m3;;;;;;;;none;no
Water, lake, DE;;m3;;;;;;;;none;no
Water, lake, DJ;;m3;;;;;;;;none;no
Water, lake, DK;;m3;;;;;;;;none;no
Water, lake, DM;;m3;;;;;;;;none;no
Water, lake, DO;;m3;;;;;;;;none;no
Water, lake, DZ;;m3;;;;;;;;none;no
Water, lake, EC;;m3;;;;;;;;none;no
Water, lake, EE;;m3;;;;;;;;none;no
Water, lake, EG;;m3;;;;;;;;none;no
Water, lake, EH;;m3;;;;;;;;none;no
Water, lake, ENTSO-E;;m3;;;;;;;;none;no
Water, lake, ER;;m3;;;;;;;;none;no
Water, lake, ES;;m3;;;;;;;;none;no
Water, lake, ET;;m3;;;;;;;;none;no
Water, lake, Europe without Austria;;m3;;;;;;;;none;no
Water, lake, Europe without Switzerland;;m3;;;;;;;;none;no
Water, lake, Europe without Switzerland and Austria;;m3;;;;;;;;none;no
Water, lake, Europe, without Russia and Turkey;;m3;;;;;;;;none;no
Water, lake, FI;;m3;;;;;;;;none;no
Water, lake, FJ;;m3;;;;;;;;none;no
Water, lake, FK;;m3;;;;;;;;none;no
Water, lake, FM;;m3;;;;;;;;none;no
Water, lake, FO;;m3;;;;;;;;none;no
Water, lake, FR;;m3;;;;;;;;none;no
Water, lake, FRCC;;m3;;;;;;;;none;no
Water, lake, GA;;m3;;;;;;;;none;no
Water, lake, GB;;m3;;;;;;;;none;no
Water, lake, GD;;m3;;;;;;;;none;no
Water, lake, GE;;m3;;;;;;;;none;no
Water, lake, GF;;m3;;;;;;;;none;no
Water, lake, GH;;m3;;;;;;;;none;no
Water, lake, GI;;m3;;;;;;;;none;no
Water, lake, GL;;m3;;;;;;;;none;no
Water, lake, GLO;;m3;;;;;;;;none;no
Water, lake, GM;;m3;;;;;;;;none;no
Water, lake, GN;;m3;;;;;;;;none;no
Water, lake, GP;;m3;;;;;;;;none;no
Water, lake, GQ;;m3;;;;;;;;none;no
Water, lake, GR;;m3;;;;;;;;none;no
Water, lake, GS;;m3;;;;;;;;none;no
Water, lake, GT;;m3;;;;;;;;none;no
Water, lake, GU;;m3;;;;;;;;none;no
Water, lake, GW;;m3;;;;;;;;none;no
Water, lake, GY;;m3;;;;;;;;none;no
Water, lake, HICC;;m3;;;;;;;;none;no
Water, lake, HK;;m3;;;;;;;;none;no
Water, lake, HM;;m3;;;;;;;;none;no
Water, lake, HN;;m3;;;;;;;;none;no
Water, lake, HR;;m3;;;;;;;;none;no
Water, lake, HT;;m3;;;;;;;;none;no
Water, lake, HU;;m3;;;;;;;;none;no
Water, lake, IAI Area, Africa;;m3;;;;;;;;none;no
Water, lake, IAI Area, Asia, without China and GCC;;m3;;;;;;;;none;no
Water, lake, IAI Area, EU27 & EFTA;;m3;;;;;;;;none;no
Water, lake, IAI Area, Gulf Cooperation Council;;m3;;;;;;;;none;no
Water, lake, IAI Area, North America, without Quebec;;m3;;;;;;;;none;no
Water, lake, IAI Area, Russia & RER w/o EU27 & EFTA;;m3;;;;;;;;none;no
Water, lake, IAI Area, South America;;m3;;;;;;;;none;no
Water, lake, ID;;m3;;;;;;;;none;no
Water, lake, IE;;m3;;;;;;;;none;no
Water, lake, IL;;m3;;;;;;;;none;no
Water, lake, IM;;m3;;;;;;;;none;no
Water, lake, IN;;m3;;;;;;;;none;no
Water, lake, IN-AP;;m3;;;;;;;;none;no
Water, lake, IN-AR;;m3;;;;;;;;none;no
Water, lake, IN-AS;;m3;;;;;;;;none;no
Water, lake, IN-BR;;m3;;;;;;;;none;no
Water, lake, IN-CT;;m3;;;;;;;;none;no
Water, lake, IN-DL;;m3;;;;;;;;none;no
Water, lake, IN-GA;;m3;;;;;;;;none;no
Water, lake, IN-GJ;;m3;;;;;;;;none;no
Water, lake, IN-HP;;m3;;;;;;;;none;no
Water, lake, IN-HR;;m3;;;;;;;;none;no
Water, lake, IN-JH;;m3;;;;;;;;none;no
Water, lake, IN-JK;;m3;;;;;;;;none;no
Water, lake, IN-KA;;m3;;;;;;;;none;no
Water, lake, IN-KL;;m3;;;;;;;;none;no
Water, lake, IN-MH;;m3;;;;;;;;none;no
Water, lake, IN-ML;;m3;;;;;;;;none;no
Water, lake, IN-MN;;m3;;;;;;;;none;no
Water, lake, IN-MP;;m3;;;;;;;;none;no
Water, lake, IN-NL;;m3;;;;;;;;none;no
Water, lake, IN-OR;;m3;;;;;;;;none;no
Water, lake, IN-PB;;m3;;;;;;;;none;no
Water, lake, IN-PY;;m3;;;;;;;;none;no
Water, lake, IN-RJ;;m3;;;;;;;;none;no
Water, lake, IN-SK;;m3;;;;;;;;none;no
Water, lake, IN-TN;;m3;;;;;;;;none;no
Water, lake, IN-TR;;m3;;;;;;;;none;no
Water, lake, IN-UP;;m3;;;;;;;;none;no
Water, lake, IN-UT;;m3;;;;;;;;none;no
Water, lake, IN-WB;;m3;;;;;;;;none;no
Water, lake, IO;;m3;;;;;;;;none;no
Water, lake, IQ;;m3;;;;;;;;none;no
Water, lake, IR;;m3;;;;;;;;none;no
Water, lake, IS;;m3;;;;;;;;none;no
Water, lake, IT;;m3;;;;;;;;none;no
Water, lake, JE;;m3;;;;;;;;none;no
Water, lake, JM;;m3;;;;;;;;none;no
Water, lake, JO;;m3;;;;;;;;none;no
Water, lake, JP;;m3;;;;;;;;none;no
Water, lake, KE;;m3;;;;;;;;none;no
Water, lake, KG;;m3;;;;;;;;none;no
Water, lake, KH;;m3;;;;;;;;none;no
Water, lake, KI;;m3;;;;;;;;none;no
Water, lake, KM;;m3;;;;;;;;none;no
Water, lake, KN;;m3;;;;;;;;none;no
Water, lake, KP;;m3;;;;;;;;none;no
Water, lake, KR;;m3;;;;;;;;none;no
Water, lake, KW;;m3;;;;;;;;none;no
Water, lake, KY;;m3;;;;;;;;none;no
Water, lake, KZ;;m3;;;;;;;;none;no
Water, lake, LA;;m3;;;;;;;;none;no
Water, lake, LB;;m3;;;;;;;;none;no
Water, lake, LC;;m3;;;;;;;;none;no
Water, lake, LI;;m3;;;;;;;;none;no
Water, lake, LK;;m3;;;;;;;;none;no
Water, lake, LR;;m3;;;;;;;;none;no
Water, lake, LS;;m3;;;;;;;;none;no
Water, lake, LT;;m3;;;;;;;;none;no
Water, lake, LU;;m3;;;;;;;;none;no
Water, lake, LV;;m3;;;;;;;;none;no
Water, lake, LY;;m3;;;;;;;;none;no
Water, lake, MA;;m3;;;;;;;;none;no
Water, lake, MC;;m3;;;;;;;;none;no
Water, lake, MD;;m3;;;;;;;;none;no
Water, lake, ME;;m3;;;;;;;;none;no
Water, lake, MG;;m3;;;;;;;;none;no
Water, lake, MH;;m3;;;;;;;;none;no
Water, lake, MK;;m3;;;;;;;;none;no
Water, lake, ML;;m3;;;;;;;;none;no
Water, lake, MM;;m3;;;;;;;;none;no
Water, lake, MN;;m3;;;;;;;;none;no
Water, lake, MO;;m3;;;;;;;;none;no
Water, lake, MP;;m3;;;;;;;;none;no
Water, lake, MQ;;m3;;;;;;;;none;no
Water, lake, MR;;m3;;;;;;;;none;no
Water, lake, MRO, US only;;m3;;;;;;;;none;no
Water, lake, MS;;m3;;;;;;;;none;no
Water, lake, MT;;m3;;;;;;;;none;no
Water, lake, MU;;m3;;;;;;;;none;no
Water, lake, MV;;m3;;;;;;;;none;no
Water, lake, MW;;m3;;;;;;;;none;no
Water, lake, MX;;m3;;;;;;;;none;no
Water, lake, MY;;m3;;;;;;;;none;no
Water, lake, MZ;;m3;;;;;;;;none;no
Water, lake, NA;;m3;;;;;;;;none;no
Water, lake, NC;;m3;;;;;;;;none;no
Water, lake, NE;;m3;;;;;;;;none;no
Water, lake, NF;;m3;;;;;;;;none;no
Water, lake, NG;;m3;;;;;;;;none;no
Water, lake, NI;;m3;;;;;;;;none;no
Water, lake, NL;;m3;;;;;;;;none;no
Water, lake, NO;;m3;;;;;;;;none;no
Water, lake, NORDEL;;m3;;;;;;;;none;no
Water, lake, NP;;m3;;;;;;;;none;no
Water, lake, NPCC, US only;;m3;;;;;;;;none;no
Water, lake, NR;;m3;;;;;;;;none;no
Water, lake, NU;;m3;;;;;;;;none;no
Water, lake, NZ;;m3;;;;;;;;none;no
Water, lake, OECD;;m3;;;;;;;;none;no
Water, lake, OM;;m3;;;;;;;;none;no
Water, lake, PA;;m3;;;;;;;;none;no
Water, lake, PE;;m3;;;;;;;;none;no
Water, lake, PF;;m3;;;;;;;;none;no
Water, lake, PG;;m3;;;;;;;;none;no
Water, lake, PH;;m3;;;;;;;;none;no
