comm;no_comm;um;comtrade_code;comext_code;usitc_code;ds_code;imf_code;quandl_code;eurostat_code;source;critical
Water, lake, PK;;m3;;;;;;;;none;no
Water, lake, PL;;m3;;;;;;;;none;no
Water, lake, PM;;m3;;;;;;;;none;no
Water, lake, PR;;m3;;;;;;;;none;no
Water, lake, PS;;m3;;;;;;;;none;no
Water, lake, PT;;m3;;;;;;;;none;no
Water, lake, PW;;m3;;;;;;;;none;no
Water, lake, PY;;m3;;;;;;;;none;no
Water, lake, QA;;m3;;;;;;;;none;no
Water, lake, RAF;;m3;;;;;;;;none;no
Water, lake, RAS;;m3;;;;;;;;none;no
Water, lake, RE;;m3;;;;;;;;none;no
Water, lake, RER;;m3;;;;;;;;none;no
Water, lake, RER w/o CH+DE;;m3;;;;;;;;none;no
Water, lake, RER w/o RU;;m3;;;;;;;;none;no
Water, lake, RFC;;m3;;;;;;;;none;no
Water, lake, RLA;;m3;;;;;;;;none;no
Water, lake, RME;;m3;;;;;;;;none;no
Water, lake, RNA;;m3;;;;;;;;none;no
Water, lake, RO;;m3;;;;;;;;none;no
Water, lake, RoW;;m3;;;;;;;;none;no
Water, lake, RS;;m3;;;;;;;;none;no
Water, lake, RU;;m3;;;;;;;;none;no
Water, lake, RW;;m3;;;;;;;;none;no
Water, lake, SA;;m3;;;;;;;;none;no
Water, lake, SAS;;m3;;;;;;;;none;no
Water, lake, SB;;m3;;;;;;;;none;no
Water, lake, SC;;m3;;;;;;;;none;no
Water, lake, SD;;m3;;;;;;;;none;no
Water, lake, SE;;m3;;;;;;;;none;no
Water, lake, SERC;;m3;;;;;;;;none;no
Water, lake, SG;;m3;;;;;;;;none;no
Water, lake, SH;;m3;;;;;;;;none;no
Water, lake, SI;;m3;;;;;;;;none;no
Water, lake, SJ;;m3;;;;;;;;none;no
Water, lake, SK;;m3;;;;;;;;none;no
Water, lake, SL;;m3;;;;;;;;none;no
Water, lake, SM;;m3;;;;;;;;none;no
Water, lake, SN;;m3;;;;;;;;none;no
Water, lake, SO;;m3;;;;;;;;none;no
Water, lake, SR;;m3;;;;;;;;none;no
Water, lake, ST;;m3;;;;;;;;none;no
Water, lake, SV;;m3;;;;;;;;none;no
Water, lake, SY;;m3;;;;;;;;none;no
Water, lake, SZ;;m3;;;;;;;;none;no
Water, lake, TC;;m3;;;;;;;;none;no
Water, lake, TD;;m3;;;;;;;;none;no
Water, lake, TF;;m3;;;;;;;;none;no
Water, lake, TG;;m3;;;;;;;;none;no
Water, lake, TH;;m3;;;;;;;;none;no
Water, lake, TJ;;m3;;;;;;;;none;no
Water, lake, TK;;m3;;;;;;;;none;no
Water, lake, TL;;m3;;;;;;;;none;no
Water, lake, TM;;m3;;;;;;;;none;no
Water, lake, TN;;m3;;;;;;;;none;no
Water, lake, TO;;m3;;;;;;;;none;no
Water, lake, TR;;m3;;;;;;;;none;no
Water, lake, TRE;;m3;;;;;;;;none;no
Water, lake, TT;;m3;;;;;;;;none;no
Water, lake, TV;;m3;;;;;;;;none;no
Water, lake, TW;;m3;;;;;;;;none;no
Water, lake, TZ;;m3;;;;;;;;none;no
Water, lake, UA;;m3;;;;;;;;none;no
Water, lake, UCTE;;m3;;;;;;;;none;no
Water, lake, UCTE without Germany;;m3;;;;;;;;none;no
Water, lake, UG;;m3;;;;;;;;none;no
Water, lake, UM;;m3;;;;;;;;none;no
Water, lake, UN-EUROPE;;m3;;;;;;;;none;no
Water, lake, UN-OCEANIA;;m3;;;;;;;;none;no
Water, lake, UN-SEASIA;;m3;;;;;;;;none;no
Water, lake, US;;m3;;;;;;;;none;no
Water, lake, UY;;m3;;;;;;;;none;no
Water, lake, UZ;;m3;;;;;;;;none;no
Water, lake, VA;;m3;;;;;;;;none;no
Water, lake, VC;;m3;;;;;;;;none;no
Water, lake, VE;;m3;;;;;;;;none;no
Water, lake, VG;;m3;;;;;;;;none;no
Water, lake, VI;;m3;;;;;;;;none;no
Water, lake, VN;;m3;;;;;;;;none;no
Water, lake, VU;;m3;;;;;;;;none;no
Water, lake, WECC;;m3;;;;;;;;none;no
Water, lake, WECC, US only;;m3;;;;;;;;none;no
Water, lake, WEU;;m3;;;;;;;;none;no
Water, lake, WF;;m3;;;;;;;;none;no
Water, lake, WS;;m3;;;;;;;;none;no
Water, lake, YE;;m3;;;;;;;;none;no
Water, lake, YT;;m3;;;;;;;;none;no
Water, lake, ZA;;m3;;;;;;;;none;no
Water, lake, ZM;;m3;;;;;;;;none;no
Water, lake, ZW;;m3;;;;;;;;none;no
Water, process and cooling, unspecified natural origin;;m3;;;;;;;;none;no
Water, process, drinking;;kg;;;;;;;;none;no
Water, process, salt, ocean;;kg;;;;;;;;none;no
Water, process, surface;;kg;;;;;;;;none;no
Water, process, unspecified natural origin/kg;;kg;;;;;;;;none;no
Water, process, unspecified natural origin/m3;;m3;;;;;;;;none;no
Water, process, well;;kg;;;;;;;;none;no
Water, rain;;m3;;;;;;;;none;no
Water, rain/kg;;kg;;;;;;;;none;no
Water, river;;m3;;;;;;;;none;no
Water, river, AD;;m3;;;;;;;;none;no
Water, river, AE;;m3;;;;;;;;none;no
Water, river, AF;;m3;;;;;;;;none;no
Water, river, AG;;m3;;;;;;;;none;no
Water, river, AI;;m3;;;;;;;;none;no
Water, river, AL;;m3;;;;;;;;none;no
Water, river, AM;;m3;;;;;;;;none;no
Water, river, AO;;m3;;;;;;;;none;no
Water, river, AR;;m3;;;;;;;;none;no
Water, river, AS;;m3;;;;;;;;none;no
Water, river, ASCC;;m3;;;;;;;;none;no
Water, river, AT;;m3;;;;;;;;none;no
Water, river, AU;;m3;;;;;;;;none;no
Water, river, AW;;m3;;;;;;;;none;no
Water, river, AZ;;m3;;;;;;;;none;no
Water, river, BA;;m3;;;;;;;;none;no
Water, river, BB;;m3;;;;;;;;none;no
Water, river, BD;;m3;;;;;;;;none;no
Water, river, BE;;m3;;;;;;;;none;no
Water, river, BF;;m3;;;;;;;;none;no
Water, river, BG;;m3;;;;;;;;none;no
Water, river, BH;;m3;;;;;;;;none;no
Water, river, BI;;m3;;;;;;;;none;no
Water, river, BJ;;m3;;;;;;;;none;no
Water, river, BM;;m3;;;;;;;;none;no
Water, river, BN;;m3;;;;;;;;none;no
Water, river, BO;;m3;;;;;;;;none;no
Water, river, BR;;m3;;;;;;;;none;no
Water, river, BR-GO;;m3;;;;;;;;none;no
Water, river, BR-MG;;m3;;;;;;;;none;no
Water, river, BR-Mid-western grid;;m3;;;;;;;;none;no
Water, river, BR-MS;;m3;;;;;;;;none;no
Water, river, BR-MT;;m3;;;;;;;;none;no
Water, river, BR-North-eastern grid;;m3;;;;;;;;none;no
Water, river, BR-Northern grid;;m3;;;;;;;;none;no
Water, river, BR-PR;;m3;;;;;;;;none;no
Water, river, BR-RS;;m3;;;;;;;;none;no
Water, river, BR-South-eastern grid;;m3;;;;;;;;none;no
Water, river, BR-Southern grid;;m3;;;;;;;;none;no
Water, river, BR-SP;;m3;;;;;;;;none;no
Water, river, BS;;m3;;;;;;;;none;no
Water, river, BT;;m3;;;;;;;;none;no
Water, river, BW;;m3;;;;;;;;none;no
Water, river, BY;;m3;;;;;;;;none;no
Water, river, BZ;;m3;;;;;;;;none;no
Water, river, CA;;m3;;;;;;;;none;no
Water, river, CA-AB;;m3;;;;;;;;none;no
Water, river, CA-BC;;m3;;;;;;;;none;no
Water, river, CA-MB;;m3;;;;;;;;none;no
Water, river, CA-NB;;m3;;;;;;;;none;no
Water, river, CA-NF;;m3;;;;;;;;none;no
Water, river, CA-NS;;m3;;;;;;;;none;no
Water, river, CA-NT;;m3;;;;;;;;none;no
Water, river, CA-NU;;m3;;;;;;;;none;no
Water, river, CA-ON;;m3;;;;;;;;none;no
Water, river, CA-PE;;m3;;;;;;;;none;no
Water, river, CA-QC;;m3;;;;;;;;none;no
Water, river, CA-SK;;m3;;;;;;;;none;no
Water, river, CA-YK;;m3;;;;;;;;none;no
Water, river, Canada without Quebec;;m3;;;;;;;;none;no
Water, river, CC;;m3;;;;;;;;none;no
Water, river, CD;;m3;;;;;;;;none;no
Water, river, CF;;m3;;;;;;;;none;no
Water, river, CG;;m3;;;;;;;;none;no
Water, river, CH;;m3;;;;;;;;none;no
Water, river, CI;;m3;;;;;;;;none;no
Water, river, CK;;m3;;;;;;;;none;no
Water, river, CL;;m3;;;;;;;;none;no
Water, river, CM;;m3;;;;;;;;none;no
Water, river, CN;;m3;;;;;;;;none;no
Water, river, CN-AH;;m3;;;;;;;;none;no
Water, river, CN-BJ;;m3;;;;;;;;none;no
Water, river, CN-CQ;;m3;;;;;;;;none;no
Water, river, CN-FJ;;m3;;;;;;;;none;no
Water, river, CN-GD;;m3;;;;;;;;none;no
Water, river, CN-GS;;m3;;;;;;;;none;no
Water, river, CN-GX;;m3;;;;;;;;none;no
Water, river, CN-GZ;;m3;;;;;;;;none;no
Water, river, CN-HA;;m3;;;;;;;;none;no
Water, river, CN-HB;;m3;;;;;;;;none;no
Water, river, CN-HE;;m3;;;;;;;;none;no
Water, river, CN-HL;;m3;;;;;;;;none;no
Water, river, CN-HN;;m3;;;;;;;;none;no
Water, river, CN-HU;;m3;;;;;;;;none;no
Water, river, CN-JL;;m3;;;;;;;;none;no
Water, river, CN-JS;;m3;;;;;;;;none;no
Water, river, CN-JX;;m3;;;;;;;;none;no
Water, river, CN-LN;;m3;;;;;;;;none;no
Water, river, CN-NM;;m3;;;;;;;;none;no
Water, river, CN-NX;;m3;;;;;;;;none;no
Water, river, CN-QH;;m3;;;;;;;;none;no
Water, river, CN-SA;;m3;;;;;;;;none;no
Water, river, CN-SC;;m3;;;;;;;;none;no
Water, river, CN-SD;;m3;;;;;;;;none;no
Water, river, CN-SH;;m3;;;;;;;;none;no
Water, river, CN-SX;;m3;;;;;;;;none;no
Water, river, CN-TJ;;m3;;;;;;;;none;no
Water, river, CN-XJ;;m3;;;;;;;;none;no
Water, river, CN-XZ;;m3;;;;;;;;none;no
Water, river, CN-YN;;m3;;;;;;;;none;no
Water, river, CN-ZJ;;m3;;;;;;;;none;no
Water, river, CO;;m3;;;;;;;;none;no
Water, river, CR;;m3;;;;;;;;none;no
Water, river, CS;;m3;;;;;;;;none;no
Water, river, CU;;m3;;;;;;;;none;no
Water, river, CV;;m3;;;;;;;;none;no
Water, river, CX;;m3;;;;;;;;none;no
Water, river, CY;;m3;;;;;;;;none;no
Water, river, CZ;;m3;;;;;;;;none;no
Water, river, DE;;m3;;;;;;;;none;no
Water, river, DJ;;m3;;;;;;;;none;no
Water, river, DK;;m3;;;;;;;;none;no
Water, river, DM;;m3;;;;;;;;none;no
Water, river, DO;;m3;;;;;;;;none;no
Water, river, DZ;;m3;;;;;;;;none;no
Water, river, EC;;m3;;;;;;;;none;no
Water, river, EE;;m3;;;;;;;;none;no
Water, river, EG;;m3;;;;;;;;none;no
Water, river, EH;;m3;;;;;;;;none;no
Water, river, ENTSO-E;;m3;;;;;;;;none;no
Water, river, ER;;m3;;;;;;;;none;no
Water, river, ES;;m3;;;;;;;;none;no
Water, river, ET;;m3;;;;;;;;none;no
Water, river, Europe without Austria;;m3;;;;;;;;none;no
Water, river, Europe without Switzerland;;m3;;;;;;;;none;no
Water, river, Europe without Switzerland and Austria;;m3;;;;;;;;none;no
Water, river, Europe, without Russia and Turkey;;m3;;;;;;;;none;no
Water, river, FI;;m3;;;;;;;;none;no
Water, river, FJ;;m3;;;;;;;;none;no
Water, river, FK;;m3;;;;;;;;none;no
Water, river, FM;;m3;;;;;;;;none;no
Water, river, FO;;m3;;;;;;;;none;no
Water, river, FR;;m3;;;;;;;;none;no
Water, river, FRCC;;m3;;;;;;;;none;no
Water, river, GA;;m3;;;;;;;;none;no
Water, river, GB;;m3;;;;;;;;none;no
Water, river, GD;;m3;;;;;;;;none;no
Water, river, GE;;m3;;;;;;;;none;no
Water, river, GF;;m3;;;;;;;;none;no
Water, river, GH;;m3;;;;;;;;none;no
Water, river, GI;;m3;;;;;;;;none;no
Water, river, GL;;m3;;;;;;;;none;no
Water, river, GLO;;m3;;;;;;;;none;no
Water, river, GM;;m3;;;;;;;;none;no
Water, river, GN;;m3;;;;;;;;none;no
Water, river, GP;;m3;;;;;;;;none;no
Water, river, GQ;;m3;;;;;;;;none;no
Water, river, GR;;m3;;;;;;;;none;no
Water, river, GS;;m3;;;;;;;;none;no
Water, river, GT;;m3;;;;;;;;none;no
Water, river, GU;;m3;;;;;;;;none;no
Water, river, GW;;m3;;;;;;;;none;no
Water, river, GY;;m3;;;;;;;;none;no
Water, river, HICC;;m3;;;;;;;;none;no
Water, river, HK;;m3;;;;;;;;none;no
Water, river, HM;;m3;;;;;;;;none;no
Water, river, HN;;m3;;;;;;;;none;no
Water, river, HR;;m3;;;;;;;;none;no
Water, river, HT;;m3;;;;;;;;none;no
Water, river, HU;;m3;;;;;;;;none;no
Water, river, IAI Area, Africa;;m3;;;;;;;;none;no
Water, river, IAI Area, Asia, without China and GCC;;m3;;;;;;;;none;no
Water, river, IAI Area, EU27 & EFTA;;m3;;;;;;;;none;no
Water, river, IAI Area, Gulf Cooperation Council;;m3;;;;;;;;none;no
Water, river, IAI Area, North America, without Quebec;;m3;;;;;;;;none;no
Water, river, IAI Area, Russia & RER w/o EU27 & EFTA;;m3;;;;;;;;none;no
Water, river, IAI Area, South America;;m3;;;;;;;;none;no
Water, river, ID;;m3;;;;;;;;none;no
Water, river, IE;;m3;;;;;;;;none;no
Water, river, IL;;m3;;;;;;;;none;no
Water, river, IM;;m3;;;;;;;;none;no
Water, river, IN;;m3;;;;;;;;none;no
Water, river, IN-AP;;m3;;;;;;;;none;no
Water, river, IN-AR;;m3;;;;;;;;none;no
Water, river, IN-AS;;m3;;;;;;;;none;no
Water, river, IN-BR;;m3;;;;;;;;none;no
Water, river, IN-CT;;m3;;;;;;;;none;no
Water, river, IN-DL;;m3;;;;;;;;none;no
Water, river, IN-GA;;m3;;;;;;;;none;no
Water, river, IN-GJ;;m3;;;;;;;;none;no
Water, river, IN-HP;;m3;;;;;;;;none;no
Water, river, IN-HR;;m3;;;;;;;;none;no
Water, river, IN-JH;;m3;;;;;;;;none;no
Water, river, IN-JK;;m3;;;;;;;;none;no
Water, river, IN-KA;;m3;;;;;;;;none;no
Water, river, IN-KL;;m3;;;;;;;;none;no
Water, river, IN-MH;;m3;;;;;;;;none;no
Water, river, IN-ML;;m3;;;;;;;;none;no
Water, river, IN-MN;;m3;;;;;;;;none;no
Water, river, IN-MP;;m3;;;;;;;;none;no
Water, river, IN-NL;;m3;;;;;;;;none;no
Water, river, IN-OR;;m3;;;;;;;;none;no
Water, river, IN-PB;;m3;;;;;;;;none;no
Water, river, IN-PY;;m3;;;;;;;;none;no
Water, river, IN-RJ;;m3;;;;;;;;none;no
Water, river, IN-SK;;m3;;;;;;;;none;no
Water, river, IN-TN;;m3;;;;;;;;none;no
Water, river, IN-TR;;m3;;;;;;;;none;no
Water, river, IN-UP;;m3;;;;;;;;none;no
Water, river, IN-UT;;m3;;;;;;;;none;no
Water, river, IN-WB;;m3;;;;;;;;none;no
Water, river, IO;;m3;;;;;;;;none;no
Water, river, IQ;;m3;;;;;;;;none;no
Water, river, IR;;m3;;;;;;;;none;no
Water, river, IS;;m3;;;;;;;;none;no
Water, river, IT;;m3;;;;;;;;none;no
Water, river, JE;;m3;;;;;;;;none;no
Water, river, JM;;m3;;;;;;;;none;no
Water, river, JO;;m3;;;;;;;;none;no
Water, river, JP;;m3;;;;;;;;none;no
Water, river, KE;;m3;;;;;;;;none;no
Water, river, KG;;m3;;;;;;;;none;no
Water, river, KH;;m3;;;;;;;;none;no
Water, river, KI;;m3;;;;;;;;none;no
Water, river, KM;;m3;;;;;;;;none;no
Water, river, KN;;m3;;;;;;;;none;no
Water, river, KP;;m3;;;;;;;;none;no
Water, river, KR;;m3;;;;;;;;none;no
Water, river, KW;;m3;;;;;;;;none;no
Water, river, KY;;m3;;;;;;;;none;no
Water, river, KZ;;m3;;;;;;;;none;no
Water, river, LA;;m3;;;;;;;;none;no
Water, river, LB;;m3;;;;;;;;none;no
Water, river, LC;;m3;;;;;;;;none;no
Water, river, LI;;m3;;;;;;;;none;no
Water, river, LK;;m3;;;;;;;;none;no
Water, river, LR;;m3;;;;;;;;none;no
Water, river, LS;;m3;;;;;;;;none;no
Water, river, LT;;m3;;;;;;;;none;no
Water, river, LU;;m3;;;;;;;;none;no
Water, river, LV;;m3;;;;;;;;none;no
Water, river, LY;;m3;;;;;;;;none;no
Water, river, MA;;m3;;;;;;;;none;no
Water, river, MC;;m3;;;;;;;;none;no
Water, river, MD;;m3;;;;;;;;none;no
Water, river, ME;;m3;;;;;;;;none;no
Water, river, MG;;m3;;;;;;;;none;no
Water, river, MH;;m3;;;;;;;;none;no
Water, river, MK;;m3;;;;;;;;none;no
Water, river, ML;;m3;;;;;;;;none;no
Water, river, MM;;m3;;;;;;;;none;no
Water, river, MN;;m3;;;;;;;;none;no
Water, river, MO;;m3;;;;;;;;none;no
Water, river, MP;;m3;;;;;;;;none;no
Water, river, MQ;;m3;;;;;;;;none;no
Water, river, MR;;m3;;;;;;;;none;no
Water, river, MRO, US only;;m3;;;;;;;;none;no
Water, river, MS;;m3;;;;;;;;none;no
Water, river, MT;;m3;;;;;;;;none;no
Water, river, MU;;m3;;;;;;;;none;no
Water, river, MV;;m3;;;;;;;;none;no
Water, river, MW;;m3;;;;;;;;none;no
Water, river, MX;;m3;;;;;;;;none;no
Water, river, MY;;m3;;;;;;;;none;no
Water, river, MZ;;m3;;;;;;;;none;no
Water, river, NA;;m3;;;;;;;;none;no
Water, river, NC;;m3;;;;;;;;none;no
Water, river, NE;;m3;;;;;;;;none;no
Water, river, NF;;m3;;;;;;;;none;no
Water, river, NG;;m3;;;;;;;;none;no
Water, river, NI;;m3;;;;;;;;none;no
Water, river, NL;;m3;;;;;;;;none;no
Water, river, NO;;m3;;;;;;;;none;no
Water, river, NORDEL;;m3;;;;;;;;none;no
Water, river, NP;;m3;;;;;;;;none;no
Water, river, NPCC, US only;;m3;;;;;;;;none;no
Water, river, NR;;m3;;;;;;;;none;no
Water, river, NU;;m3;;;;;;;;none;no
Water, river, NZ;;m3;;;;;;;;none;no
Water, river, OECD;;m3;;;;;;;;none;no
Water, river, OM;;m3;;;;;;;;none;no
Water, river, PA;;m3;;;;;;;;none;no
Water, river, PE;;m3;;;;;;;;none;no
Water, river, PF;;m3;;;;;;;;none;no
Water, river, PG;;m3;;;;;;;;none;no
Water, river, PH;;m3;;;;;;;;none;no
Water, river, PK;;m3;;;;;;;;none;no
Water, river, PL;;m3;;;;;;;;none;no
Water, river, PM;;m3;;;;;;;;none;no
Water, river, PR;;m3;;;;;;;;none;no
Water, river, PS;;m3;;;;;;;;none;no
Water, river, PT;;m3;;;;;;;;none;no
Water, river, PW;;m3;;;;;;;;none;no
Water, river, PY;;m3;;;;;;;;none;no
Water, river, QA;;m3;;;;;;;;none;no
Water, river, RAF;;m3;;;;;;;;none;no
Water, river, RAS;;m3;;;;;;;;none;no
Water, river, RE;;m3;;;;;;;;none;no
Water, river, RER;;m3;;;;;;;;none;no
Water, river, RER w/o CH+DE;;m3;;;;;;;;none;no
Water, river, RER w/o RU;;m3;;;;;;;;none;no
Water, river, RFC;;m3;;;;;;;;none;no
Water, river, RLA;;m3;;;;;;;;none;no
Water, river, RME;;m3;;;;;;;;none;no
Water, river, RNA;;m3;;;;;;;;none;no
Water, river, RO;;m3;;;;;;;;none;no
Water, river, RoW;;m3;;;;;;;;none;no
Water, river, RS;;m3;;;;;;;;none;no
Water, river, RU;;m3;;;;;;;;none;no
Water, river, RW;;m3;;;;;;;;none;no
Water, river, SA;;m3;;;;;;;;none;no
Water, river, SAS;;m3;;;;;;;;none;no
Water, river, SB;;m3;;;;;;;;none;no
Water, river, SC;;m3;;;;;;;;none;no
Water, river, SD;;m3;;;;;;;;none;no
Water, river, SE;;m3;;;;;;;;none;no
Water, river, SERC;;m3;;;;;;;;none;no
Water, river, SG;;m3;;;;;;;;none;no
Water, river, SH;;m3;;;;;;;;none;no
Water, river, SI;;m3;;;;;;;;none;no
Water, river, SJ;;m3;;;;;;;;none;no
Water, river, SK;;m3;;;;;;;;none;no
Water, river, SL;;m3;;;;;;;;none;no
Water, river, SM;;m3;;;;;;;;none;no
Water, river, SN;;m3;;;;;;;;none;no
Water, river, SO;;m3;;;;;;;;none;no
Water, river, SR;;m3;;;;;;;;none;no
Water, river, ST;;m3;;;;;;;;none;no
Water, river, SV;;m3;;;;;;;;none;no
Water, river, SY;;m3;;;;;;;;none;no
Water, river, SZ;;m3;;;;;;;;none;no
Water, river, TC;;m3;;;;;;;;none;no
Water, river, TD;;m3;;;;;;;;none;no
Water, river, TF;;m3;;;;;;;;none;no
Water, river, TG;;m3;;;;;;;;none;no
Water, river, TH;;m3;;;;;;;;none;no
Water, river, TJ;;m3;;;;;;;;none;no
Water, river, TK;;m3;;;;;;;;none;no
Water, river, TL;;m3;;;;;;;;none;no
Water, river, TM;;m3;;;;;;;;none;no
Water, river, TN;;m3;;;;;;;;none;no
Water, river, TO;;m3;;;;;;;;none;no
Water, river, TR;;m3;;;;;;;;none;no
Water, river, TRE;;m3;;;;;;;;none;no
Water, river, TT;;m3;;;;;;;;none;no
Water, river, TV;;m3;;;;;;;;none;no
Water, river, TW;;m3;;;;;;;;none;no
Water, river, TZ;;m3;;;;;;;;none;no
Water, river, UA;;m3;;;;;;;;none;no
Water, river, UCTE;;m3;;;;;;;;none;no
Water, river, UCTE without Germany;;m3;;;;;;;;none;no
Water, river, UG;;m3;;;;;;;;none;no
Water, river, UM;;m3;;;;;;;;none;no
Water, river, UN-EUROPE;;m3;;;;;;;;none;no
Water, river, UN-OCEANIA;;m3;;;;;;;;none;no
Water, river, UN-SEASIA;;m3;;;;;;;;none;no
Water, river, US;;m3;;;;;;;;none;no
Water, river, UY;;m3;;;;;;;;none;no
Water, river, UZ;;m3;;;;;;;;none;no
Water, river, VA;;m3;;;;;;;;none;no
Water, river, VC;;m3;;;;;;;;none;no
Water, river, VE;;m3;;;;;;;;none;no
Water, river, VG;;m3;;;;;;;;none;no
Water, river, VI;;m3;;;;;;;;none;no
Water, river, VN;;m3;;;;;;;;none;no
Water, river, VU;;m3;;;;;;;;none;no
Water, river, WECC;;m3;;;;;;;;none;no
Water, river, WECC, US only;;m3;;;;;;;;none;no
Water, river, WEU;;m3;;;;;;;;none;no
Water, river, WF;;m3;;;;;;;;none;no
Water, river, WS;;m3;;;;;;;;none;no
Water, river, YE;;m3;;;;;;;;none;no
Water, river, YT;;m3;;;;;;;;none;no
Water, river, ZA;;m3;;;;;;;;none;no
Water, river, ZM;;m3;;;;;;;;none;no
Water, river, ZW;;m3;;;;;;;;none;no
Water, Saline water consumption;;kg;;;;;;;;none;no
Water, salt, ocean;;m3;;;;;;;;none;no
Water, salt, sole;;m3;;;;;;;;none;no
Water, surface water consumption;;kg;;;;;;;;none;no
Water, thermoelectric groundwater consumption;;kg;;;;;;;;none;no
Water, thermoelectric saline water consumption;;kg;;;;;;;;none;no
Water, thermoelectric surface water consumption;;kg;;;;;;;;none;no
Water, turbine use, unspecified natural origin;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AD;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AE;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AF;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AG;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AI;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AL;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AM;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AO;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AR;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AS;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, ASCC;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AT;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AU;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AW;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, AZ;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BA;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BB;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BD;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BE;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BF;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BG;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BH;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BI;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BJ;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BM;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BN;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BO;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-GO;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-MG;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-Mid-western grid;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-MS;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-MT;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-North-eastern grid;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-Northern grid;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-PR;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-RS;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-South-eastern grid;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-Southern grid;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BR-SP;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BS;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BT;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BW;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BY;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, BZ;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, CA;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, CA-AB;;m3;;;;;;;;none;no
Water, turbine use, unspecified natural origin, CA-BC;;m3;;;;;;;;none;no
